Name,Sex,Country,Swim time,Time T1,Cycle time,Time T2,Run time,Total time,T-shirt,Finish at,Swim distance,Bike distance,Run distance,Year
Andreas Mergler,Male,Germany,0 days 01:01:55,0 days 00:05:16,0 days 06:58:53,0 days 00:05:16,0 days 04:53:00,0 days 13:04:20,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Lasse Rypdal,Male,Norway,0 days 01:11:17,0 days 00:02:02,0 days 06:51:51,0 days 00:02:02,0 days 04:58:34,0 days 13:05:46,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Gudmund Harlem,Male,Norway,0 days 01:09:01,0 days 00:02:19,0 days 06:44:44,0 days 00:02:19,0 days 05:10:32,0 days 13:08:55,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Morten Jensen,Male,Denmark,0 days 01:19:50,0 days 00:03:10,0 days 06:38:11,0 days 00:03:10,0 days 05:08:17,0 days 13:12:39,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
David Chapman,Male,United Kingdom,0 days 01:02:49,0 days 00:02:50,0 days 07:00:31,0 days 00:02:50,0 days 05:05:48,0 days 13:14:48,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
James Deane,Male,South Africa,0 days 00:51:35,0 days 00:02:58,0 days 06:55:38,0 days 00:02:58,0 days 05:23:06,0 days 13:16:14,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Mikael Reed,Male,Norway,0 days 01:05:49,0 days 00:04:36,0 days 06:59:26,0 days 00:04:36,0 days 05:02:39,0 days 13:17:06,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Lars BrÃ¥ten,Male,Norway,0 days 01:06:01,0 days 00:02:32,0 days 06:26:14,0 days 00:02:32,0 days 05:40:53,0 days 13:18:13,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
BjÃ¸rn Vegard  Kristensen,Male,Norway,0 days 01:11:08,0 days 00:03:34,0 days 06:02:59,0 days 00:03:34,0 days 05:57:21,0 days 13:18:35,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Oliver Luder,Male,Switzerland,0 days 01:03:31,0 days 00:04:51,0 days 06:53:37,0 days 00:04:51,0 days 05:13:50,0 days 13:20:40,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Susanne Buckenlei,Female,Germany,0 days 01:06:02,0 days 00:03:00,0 days 07:16:12,0 days 00:03:00,0 days 04:53:34,0 days 13:21:48,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Steinar Gundersen,Male,Norway,0 days 01:16:49,0 days 00:05:54,0 days 06:52:07,0 days 00:05:54,0 days 05:06:17,0 days 13:27:00,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Hugh Colvin,Male,United Kingdom,0 days 00:52:15,0 days 00:02:40,0 days 06:39:13,0 days 00:02:40,0 days 05:54:22,0 days 13:31:10,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Christian Kittler,Male,Germany,0 days 01:05:52,0 days 00:03:25,0 days 07:01:45,0 days 00:03:25,0 days 05:17:54,0 days 13:32:21,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Nicolas WÃ¦renskjold,Male,Norway,0 days 01:08:43,0 days 00:04:23,0 days 06:43:33,0 days 00:04:23,0 days 05:31:50,0 days 13:32:52,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Asle Hirth,Male,Norway,0 days 01:11:13,0 days 00:05:54,0 days 07:00:05,0 days 00:05:54,0 days 05:12:21,0 days 13:35:28,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Audun  Borg,Male,Norway,0 days 01:13:29,0 days 00:02:43,0 days 06:28:44,0 days 00:02:43,0 days 05:48:51,0 days 13:36:30,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Tore Sekkelsten,Male,Norway,0 days 01:28:15,0 days 00:04:12,0 days 06:31:19,0 days 00:04:12,0 days 05:29:57,0 days 13:37:56,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Fredrik  Mandt,Male,Norway,0 days 01:14:11,0 days 00:02:15,0 days 07:05:01,0 days 00:02:15,0 days 05:15:46,0 days 13:39:28,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Stian EilevstjÃ¸nn,Male,Norway,0 days 01:20:42,0 days 00:04:53,0 days 06:52:01,0 days 00:04:53,0 days 05:24:46,0 days 13:47:15,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Kristian Holtberget,Male,Norway,0 days 01:15:00,0 days 00:03:56,0 days 06:39:40,0 days 00:03:56,0 days 05:44:57,0 days 13:47:30,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Morten Wettergreen,Male,Norway,0 days 01:23:54,0 days 00:04:12,0 days 06:43:24,0 days 00:04:12,0 days 05:32:20,0 days 13:48:02,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Peder  Figenbaum,Male,Norway,0 days 01:14:01,0 days 00:05:22,0 days 06:43:46,0 days 00:05:22,0 days 05:39:40,0 days 13:48:10,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Arnfinn  Ronneberg,Male,Norway,0 days 01:05:37,0 days 00:05:22,0 days 07:09:09,0 days 00:05:22,0 days 05:23:09,0 days 13:48:39,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Andreas Brand,Male,Germany,0 days 00:55:53,0 days 00:02:25,0 days 07:12:09,0 days 00:02:25,0 days 05:39:36,0 days 13:52:28,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Jon ÃverbÃ¸,Male,Norway,0 days 01:12:38,0 days 00:03:15,0 days 06:36:21,0 days 00:03:15,0 days 05:59:08,0 days 13:54:37,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
JÃ¸rgen Peter  Nielsen,Male,Denmark,0 days 01:20:39,0 days 00:02:52,0 days 06:59:41,0 days 00:02:52,0 days 05:30:14,0 days 13:56:19,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Aslak  Berglund,Male,Norway,0 days 01:05:45,0 days 00:03:56,0 days 06:39:10,0 days 00:03:56,0 days 06:03:50,0 days 13:56:38,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Per Kristian Saastad,Male,Norway,0 days 01:20:00,0 days 00:03:32,0 days 07:13:14,0 days 00:03:32,0 days 05:16:22,0 days 13:56:40,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Luis Mariano Villan Sanchez,Male,Spain,0 days 01:12:32,0 days 00:05:48,0 days 06:37:19,0 days 00:05:48,0 days 05:55:44,0 days 13:57:10,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Jan Kriska,Male,Slovakia,0 days 01:11:20,0 days 00:05:14,0 days 07:18:37,0 days 00:05:14,0 days 05:18:44,0 days 13:59:08,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Petter Berland,Male,Norway,0 days 01:14:10,0 days 00:06:24,0 days 07:07:53,0 days 00:06:24,0 days 05:24:34,0 days 13:59:24,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Allan  Hovda,Male,Norway,0 days 01:11:23,0 days 00:04:09,0 days 07:35:18,0 days 00:04:09,0 days 05:05:19,0 days 14:00:18,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Kevin Lucas,Male,Great Britain,0 days 01:02:41,0 days 00:03:23,0 days 07:06:09,0 days 00:03:23,0 days 05:45:02,0 days 14:00:38,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
BjÃ¸rn Holmvik,Male,Norway,0 days 01:25:35,0 days 00:07:22,0 days 06:43:24,0 days 00:07:22,0 days 05:37:11,0 days 14:00:55,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Magnus Winther,Male,Norway,0 days 01:13:28,0 days 00:06:22,0 days 06:50:47,0 days 00:06:22,0 days 05:44:37,0 days 14:01:35,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Kjartan Medle,Male,Norway,0 days 00:58:13,0 days 00:06:16,0 days 07:12:48,0 days 00:06:16,0 days 05:38:48,0 days 14:02:20,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Ivar RÃ¸thing,Male,Norway,0 days 01:03:21,0 days 00:03:10,0 days 07:15:01,0 days 00:03:10,0 days 05:38:29,0 days 14:03:11,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Hilde Larsen,Male,Norway,0 days 01:29:01,0 days 00:02:45,0 days 07:11:22,0 days 00:02:45,0 days 05:22:19,0 days 14:08:12,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Vibeke NÃ¸rstebÃ¸,Female,Norway,0 days 01:21:53,0 days 00:01:38,0 days 07:23:04,0 days 00:01:38,0 days 05:20:57,0 days 14:09:10,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Fred Arthur Asdal,Male,Norway,0 days 01:11:30,0 days 00:03:05,0 days 07:29:32,0 days 00:03:05,0 days 05:22:56,0 days 14:10:08,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Bjarne Boge,Male,Norway,0 days 01:36:08,0 days 00:04:46,0 days 07:03:22,0 days 00:04:46,0 days 05:21:20,0 days 14:10:22,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Tim Stone,Male,England,0 days 01:07:03,0 days 00:03:24,0 days 07:39:48,0 days 00:03:24,0 days 05:17:33,0 days 14:11:12,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Piers Constable,Male,United Kingdom,0 days 01:13:23,0 days 00:03:46,0 days 07:05:06,0 days 00:03:46,0 days 05:46:12,0 days 14:12:12,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Ãyvind Hadland,Male,Norway,0 days 01:03:30,0 days 00:02:56,0 days 06:56:42,0 days 00:02:56,0 days 06:07:33,0 days 14:13:36,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Warren Pickles,Male,England,0 days 01:14:56,0 days 00:05:42,0 days 07:20:56,0 days 00:05:42,0 days 05:29:44,0 days 14:17:00,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Peter Ackermann,Male,Switzerland,0 days 01:05:06,0 days 00:04:22,0 days 07:12:23,0 days 00:04:22,0 days 05:51:28,0 days 14:17:40,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Cesilie Hegna,Female,Norway,0 days 01:19:08,0 days 00:02:12,0 days 07:24:22,0 days 00:02:12,0 days 05:32:32,0 days 14:20:27,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Geir Egil Bolstad,Male,Norway,0 days 01:10:21,0 days 00:04:58,0 days 07:04:11,0 days 00:04:58,0 days 05:56:29,0 days 14:20:58,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
PÃ¤r Fransson,Male,Sweden,0 days 01:21:14,0 days 00:01:34,0 days 07:38:31,0 days 00:01:34,0 days 05:22:06,0 days 14:24:58,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Chris  Addy,Male,England,0 days 01:07:59,0 days 00:04:38,0 days 07:12:03,0 days 00:04:38,0 days 05:56:02,0 days 14:25:20,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Tore Wold,Male,Norway,0 days 01:12:04,0 days 00:03:44,0 days 07:09:32,0 days 00:03:44,0 days 05:57:04,0 days 14:26:08,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Erlend Piil,Male,Norway,0 days 01:23:47,0 days 00:05:23,0 days 07:19:30,0 days 00:05:23,0 days 05:32:07,0 days 14:26:10,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Leif Magne Solstad,Male,Norway,0 days 01:06:08,0 days 00:04:42,0 days 06:59:27,0 days 00:04:42,0 days 06:13:28,0 days 14:28:28,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Tor Espen Risholt,Male,Norway,0 days 01:10:27,0 days 00:05:01,0 days 07:29:13,0 days 00:05:01,0 days 05:40:08,0 days 14:29:50,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Ove Borge,Male,Norway,0 days 01:19:28,0 days 00:04:38,0 days 07:20:21,0 days 00:04:38,0 days 05:43:12,0 days 14:32:18,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Geir FÃ¸leide,Male,Norway,0 days 01:17:42,0 days 00:09:46,0 days 07:16:02,0 days 00:09:46,0 days 05:40:44,0 days 14:34:00,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Jan-Sigurd  SÃ¸rensen,Male,Norway,0 days 00:55:44,0 days 00:05:44,0 days 07:21:10,0 days 00:05:44,0 days 06:09:59,0 days 14:38:20,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Rolf HÃ¥vard SÃ¸rland,Male,Norway,0 days 01:22:16,0 days 00:05:15,0 days 06:53:56,0 days 00:05:15,0 days 06:12:53,0 days 14:39:35,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Hans RÃ¸ragen,Male,Norway,0 days 01:37:35,0 days 00:04:50,0 days 07:18:05,0 days 00:04:50,0 days 05:39:51,0 days 14:45:10,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Espen Ãdegaarden,Male,Norway,0 days 01:31:24,0 days 00:05:21,0 days 06:45:18,0 days 00:05:21,0 days 06:18:29,0 days 14:45:53,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Tom ÃrbÃ¦k,Male,Norway,0 days 01:10:34,0 days 00:04:34,0 days 07:12:43,0 days 00:04:34,0 days 06:14:46,0 days 14:47:12,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Atle T. Evensen,Male,Norway,0 days 01:09:19,0 days 00:04:08,0 days 07:17:35,0 days 00:04:08,0 days 06:12:04,0 days 14:47:14,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Robert Johansson,Male,Sweden,0 days 01:21:39,0 days 00:05:20,0 days 07:34:23,0 days 00:05:20,0 days 05:40:59,0 days 14:47:42,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Morten Storli,Male,Norway,0 days 01:12:10,0 days 00:05:40,0 days 07:17:58,0 days 00:05:40,0 days 06:07:19,0 days 14:48:47,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
John Hey,Male,United Kingdom,0 days 01:22:09,0 days 00:10:10,0 days 06:58:58,0 days 00:10:10,0 days 06:10:52,0 days 14:52:20,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Tom Williams,Male,Great Britain,0 days 01:02:33,0 days 00:02:48,0 days 07:04:52,0 days 00:02:48,0 days 06:39:29,0 days 14:52:29,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Mario Marchesini,Male,Italy,0 days 01:14:51,0 days 00:06:04,0 days 07:22:49,0 days 00:06:04,0 days 06:04:18,0 days 14:54:06,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Halvor  Wang,Male,Norway,0 days 01:27:34,0 days 00:07:45,0 days 07:42:40,0 days 00:07:45,0 days 05:28:31,0 days 14:54:15,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Anders Rostrup,Male,Norway,0 days 01:14:46,0 days 00:05:46,0 days 07:41:20,0 days 00:05:46,0 days 05:48:46,0 days 14:56:25,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
Matthew Hart,Male,United Kingdom,0 days 01:13:21,0 days 00:06:20,0 days 07:13:15,0 days 00:06:20,0 days 06:17:57,0 days 14:57:12,Black,Gaustatoppen,3800.0,180.0,42.0,2009.0
