Name,Sex,Country,Swim time,Time T1,Cycle time,Time T2,Run time,Total time,T-shirt,Finish at,Swim distance,Bike distance,Run distance,Year
Pierre-Julien  Michel,Male,France,0 days 01:19:49,0 days 00:05:10,0 days 06:52:15,0 days 00:05:10,0 days 05:41:51,0 days 14:04:16,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Stian  Hagevik,Male,Norway,0 days 01:16:03,0 days 00:07:43,0 days 07:16:56,0 days 00:07:43,0 days 05:16:23,0 days 14:04:48,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Trude  Gran,Female,Norway,0 days 01:17:27,0 days 00:04:01,0 days 07:02:18,0 days 00:04:01,0 days 05:37:12,0 days 14:04:59,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Gary  Mcghee,Male,Norway,0 days 01:13:23,0 days 00:06:59,0 days 06:44:14,0 days 00:06:59,0 days 05:54:11,0 days 14:05:46,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Ketil  Strand,Male,Norway,0 days 01:36:55,0 days 00:04:48,0 days 06:24:56,0 days 00:04:48,0 days 05:55:14,0 days 14:06:42,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Remi  Goulignac,Male,Norway,0 days 01:08:24,0 days 00:03:30,0 days 06:55:34,0 days 00:03:30,0 days 05:56:26,0 days 14:07:23,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jacob  Kvist Soerensen,Male,Denmark,0 days 01:04:13,0 days 00:08:06,0 days 06:43:38,0 days 00:08:06,0 days 06:05:00,0 days 14:09:04,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Anders  Aschjem,Male,Norway,0 days 01:19:15,0 days 00:06:08,0 days 06:48:51,0 days 00:06:08,0 days 05:49:23,0 days 14:09:45,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Aleksander  Laahne,Male,Norway,0 days 01:01:44,0 days 00:02:56,0 days 06:30:40,0 days 00:02:56,0 days 06:32:12,0 days 14:10:27,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Espen  Seger Olsen,Male,Norway,0 days 01:31:43,0 days 00:08:42,0 days 06:54:56,0 days 00:08:42,0 days 05:26:32,0 days 14:10:35,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Henrik  GunnerÃ¸d,Male,Norway,0 days 01:19:50,0 days 00:05:17,0 days 07:20:36,0 days 00:05:17,0 days 05:20:41,0 days 14:11:41,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Ingvill Merete  StedÃ¸y,Female,Norway,0 days 01:30:25,0 days 00:02:24,0 days 07:00:16,0 days 00:02:24,0 days 05:36:45,0 days 14:12:14,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Dave  Copland,Male,United Kingdom,0 days 01:16:18,0 days 00:07:06,0 days 06:58:07,0 days 00:07:06,0 days 05:43:40,0 days 14:12:16,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Alex  Croucher,Male,United Kingdom,0 days 01:18:05,0 days 00:05:22,0 days 06:52:27,0 days 00:05:22,0 days 05:52:07,0 days 14:13:24,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
PÃ¥l  Simonsen,Male,Norway,0 days 01:20:59,0 days 00:05:44,0 days 07:05:24,0 days 00:05:44,0 days 05:35:51,0 days 14:13:41,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Lars  RÃ¸nning,Male,Denmark,0 days 01:21:53,0 days 00:07:50,0 days 06:36:16,0 days 00:07:50,0 days 06:00:02,0 days 14:13:50,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Morten  Pedersen,Male,Norway,0 days 01:19:31,0 days 00:01:52,0 days 06:36:39,0 days 00:01:52,0 days 06:15:03,0 days 14:14:56,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Matthias  WÃ¶rner,Male,Germany,0 days 00:55:44,0 days 00:07:04,0 days 07:13:06,0 days 00:07:04,0 days 05:52:01,0 days 14:14:59,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jean-Francois  Suret,Male,Netherlands,0 days 01:12:38,0 days 00:07:34,0 days 06:39:39,0 days 00:07:34,0 days 06:08:30,0 days 14:15:54,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
David  Chapman,Male,United Kingdom,0 days 00:57:19,0 days 00:03:04,0 days 07:21:37,0 days 00:03:04,0 days 05:51:20,0 days 14:16:24,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Magnus  Bjerke,Male,Norway,0 days 01:24:09,0 days 00:05:34,0 days 06:56:27,0 days 00:05:34,0 days 05:45:01,0 days 14:16:45,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
PÃ¤r  Magni,Male,Norway,0 days 01:22:51,0 days 00:08:38,0 days 06:56:50,0 days 00:08:38,0 days 05:40:28,0 days 14:17:24,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Asle  StensÃ¦ter,Male,Norway,0 days 01:26:43,0 days 00:04:43,0 days 07:10:22,0 days 00:04:43,0 days 05:32:54,0 days 14:19:25,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Per  JÃ¸rgen WalstrÃ¸m,Male,Norway,0 days 01:20:36,0 days 00:06:54,0 days 07:12:08,0 days 00:06:54,0 days 05:33:12,0 days 14:19:45,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Nils  Juell,Male,Norway,0 days 01:04:35,0 days 00:03:57,0 days 06:58:47,0 days 00:03:57,0 days 06:08:49,0 days 14:20:05,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jonny  Hisdal,Male,Norway,0 days 01:14:03,0 days 00:03:15,0 days 06:40:53,0 days 00:03:15,0 days 06:19:35,0 days 14:21:01,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Katrin  Grieger,Female,Germany,0 days 01:05:37,0 days 00:06:02,0 days 07:11:33,0 days 00:06:02,0 days 05:51:48,0 days 14:21:01,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Alberto  De Pablo Soria,Male,Spain,0 days 01:20:33,0 days 00:04:59,0 days 07:04:02,0 days 00:04:59,0 days 05:46:28,0 days 14:21:01,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Simen  Killingmo,Male,Norway,0 days 01:17:30,0 days 00:05:40,0 days 06:56:39,0 days 00:05:40,0 days 05:55:53,0 days 14:21:22,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Tone  Dalen,Female,Norway,0 days 01:23:16,0 days 00:03:34,0 days 07:12:10,0 days 00:03:34,0 days 05:39:28,0 days 14:22:03,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Susanne  Becker,Female,Germany,0 days 01:04:29,0 days 00:06:36,0 days 06:48:04,0 days 00:06:36,0 days 06:16:41,0 days 14:22:25,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Rob  Shipman,Male,United Kingdom,0 days 01:13:03,0 days 00:07:04,0 days 06:42:41,0 days 00:07:04,0 days 06:12:41,0 days 14:22:32,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
HÃ¥rek Stranheim,Male,Norway,0 days 01:17:10,0 days 00:08:10,0 days 06:58:26,0 days 00:08:10,0 days 05:52:39,0 days 14:24:34,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jonas  Bonne Ãyri,Male,Norway,0 days 01:23:07,0 days 00:07:46,0 days 07:06:50,0 days 00:07:46,0 days 05:39:06,0 days 14:24:35,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Ingrid  Kristiansen,Female,Norway,0 days 01:20:54,0 days 00:03:17,0 days 07:16:09,0 days 00:03:17,0 days 05:41:58,0 days 14:25:35,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Karl  Martin Loe Reed,Male,Norway,0 days 01:02:40,0 days 00:05:47,0 days 06:53:00,0 days 00:05:47,0 days 06:18:35,0 days 14:25:49,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Thomas  Bergsvik Thorn,Male,Norway,0 days 01:16:07,0 days 00:04:36,0 days 06:26:38,0 days 00:04:36,0 days 06:35:07,0 days 14:27:05,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Stig  Arne HÃ¸iland,Male,Norway,0 days 01:00:41,0 days 00:03:34,0 days 07:16:31,0 days 00:03:34,0 days 06:03:01,0 days 14:27:22,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Ole  Jacob Taraldset,Male,Norway,0 days 01:21:10,0 days 00:06:44,0 days 07:02:54,0 days 00:06:44,0 days 05:51:25,0 days 14:28:57,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Oliver  Jung,Male,Singapore,0 days 01:12:41,0 days 00:03:52,0 days 06:43:23,0 days 00:03:52,0 days 06:25:14,0 days 14:29:02,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Thor-HÃ¥vard  Brekke,Male,Norway,0 days 01:17:24,0 days 00:05:26,0 days 06:49:26,0 days 00:05:26,0 days 06:11:48,0 days 14:29:29,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Dave  Boothby,Male,United Kingdom,0 days 01:17:52,0 days 00:08:53,0 days 07:15:03,0 days 00:08:53,0 days 05:39:05,0 days 14:29:46,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Geir  Kristoffersen,Male,Norway,0 days 01:32:37,0 days 00:07:08,0 days 07:05:08,0 days 00:07:08,0 days 05:38:27,0 days 14:30:28,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Martin  H-H SwanstrÃ¸m,Male,Norway,0 days 01:11:00,0 days 00:07:08,0 days 06:46:55,0 days 00:07:08,0 days 06:18:36,0 days 14:30:47,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Marius  Heimbeck,Male,Norway,0 days 01:22:16,0 days 00:05:17,0 days 06:37:35,0 days 00:05:17,0 days 06:20:34,0 days 14:30:59,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Christen  Skjerven,Male,Norway,0 days 01:15:30,0 days 00:09:58,0 days 07:12:32,0 days 00:09:58,0 days 05:43:50,0 days 14:31:49,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Robert  LÃ¸ver,Male,Norway,0 days 01:17:44,0 days 00:06:32,0 days 07:04:57,0 days 00:06:32,0 days 05:57:29,0 days 14:33:14,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Henrik  Abraham,Male,Denmark,0 days 01:19:24,0 days 00:14:00,0 days 06:31:37,0 days 00:14:00,0 days 06:15:38,0 days 14:34:39,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Petter  Andreas Pedersen,Male,Norway,0 days 01:05:03,0 days 00:07:42,0 days 07:19:06,0 days 00:07:42,0 days 05:55:10,0 days 14:34:43,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Anders  Haraldsen,Male,Norway,0 days 01:30:13,0 days 00:05:42,0 days 07:02:28,0 days 00:05:42,0 days 05:50:45,0 days 14:34:49,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Billy  Vosnakis,Male,Greece,0 days 01:15:46,0 days 00:08:10,0 days 07:17:55,0 days 00:08:10,0 days 05:45:41,0 days 14:35:43,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Stig  SÃ¸rensen,Male,Denmark,0 days 01:09:50,0 days 00:12:32,0 days 06:54:07,0 days 00:12:32,0 days 06:07:28,0 days 14:36:29,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Eivind  Hodneland,Male,Norway,0 days 01:36:13,0 days 00:07:42,0 days 07:36:56,0 days 00:07:42,0 days 05:08:33,0 days 14:37:05,White,1000 meters,3800.0,180.0,42.0,2012.0
Gabriele  Bortolotto,Male,Italy,0 days 01:15:45,0 days 00:08:34,0 days 07:11:03,0 days 00:08:34,0 days 05:53:54,0 days 14:37:49,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Erik  Blom-Dahl,Male,Norway,0 days 01:19:11,0 days 00:05:08,0 days 06:21:12,0 days 00:05:08,0 days 06:47:28,0 days 14:38:07,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Yaniv  Parasol,Male,Israel,0 days 01:27:20,0 days 00:10:08,0 days 06:39:21,0 days 00:10:08,0 days 06:11:28,0 days 14:38:26,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Espen  Stensund,Male,Norway,0 days 01:12:53,0 days 00:06:28,0 days 06:50:25,0 days 00:06:28,0 days 06:22:28,0 days 14:38:43,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Andreas  TÃ¸rÃ¥ Hagli,Male,Norway,0 days 01:30:56,0 days 00:07:06,0 days 07:12:19,0 days 00:07:06,0 days 05:41:41,0 days 14:39:07,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Ole  SchÃ¸yen,Male,Norway,0 days 01:09:46,0 days 00:03:48,0 days 07:02:49,0 days 00:03:48,0 days 06:19:36,0 days 14:39:46,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Linni  Tiller,Female,NORWAY,0 days 01:21:46,0 days 00:05:41,0 days 07:13:15,0 days 00:05:41,0 days 05:54:50,0 days 14:41:13,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jan  Olav Endrerud,Male,Norway,0 days 01:15:42,0 days 00:03:44,0 days 07:29:24,0 days 00:03:44,0 days 05:49:23,0 days 14:41:58,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Karoline  Burdahl Teien,Female,Norway,0 days 01:31:44,0 days 00:09:10,0 days 07:35:24,0 days 00:09:10,0 days 05:16:37,0 days 14:42:05,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jan  Wilhelm Werner,Male,Norway,0 days 01:25:27,0 days 00:06:04,0 days 07:28:35,0 days 00:06:04,0 days 05:36:16,0 days 14:42:27,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Ãyvind  Hammer,Male,Norway,0 days 01:33:46,0 days 00:07:25,0 days 07:48:55,0 days 00:07:25,0 days 05:05:36,0 days 14:43:07,White,1000 meters,3800.0,180.0,42.0,2012.0
Steffen  Botten,Male,Norway,0 days 01:10:03,0 days 00:05:39,0 days 06:51:08,0 days 00:05:39,0 days 06:31:27,0 days 14:43:56,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Silvia  Blahova,Female,Slovakia,0 days 01:10:05,0 days 00:05:12,0 days 07:28:46,0 days 00:05:12,0 days 05:55:45,0 days 14:44:59,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jonathan  Humpherson,Male,United Kingdom,0 days 01:17:04,0 days 00:05:33,0 days 06:41:44,0 days 00:05:33,0 days 06:35:50,0 days 14:45:44,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Sigurd  Hadler-Olsen,Male,Norway,0 days 01:14:01,0 days 00:05:18,0 days 07:23:18,0 days 00:05:18,0 days 05:58:00,0 days 14:45:54,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Monica  Hoff,Female,Norway,0 days 01:18:25,0 days 00:04:29,0 days 07:08:37,0 days 00:04:29,0 days 06:10:13,0 days 14:46:13,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Geir  Elde,Male,Norway,0 days 01:09:32,0 days 00:07:04,0 days 07:31:19,0 days 00:07:04,0 days 05:52:03,0 days 14:47:03,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Andre  Borka,Male,Norway,0 days 01:15:31,0 days 00:03:11,0 days 06:52:03,0 days 00:03:11,0 days 06:34:50,0 days 14:48:46,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Alf-KÃ¥re  Askeland,Male,Norway,0 days 01:29:50,0 days 00:05:36,0 days 07:07:55,0 days 00:05:36,0 days 06:00:25,0 days 14:49:22,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jonny  Bahr,Male,Norway,0 days 01:08:56,0 days 00:03:54,0 days 07:02:17,0 days 00:03:54,0 days 06:30:24,0 days 14:49:24,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Anthony  Duthoit,Male,United Kingdom,0 days 01:24:47,0 days 00:07:21,0 days 08:00:03,0 days 00:07:21,0 days 05:10:41,0 days 14:50:13,White,1000 meters,3800.0,180.0,42.0,2012.0
Hans  Thomas Brox,Male,Norway,0 days 00:59:23,0 days 00:08:19,0 days 07:21:56,0 days 00:08:19,0 days 06:12:34,0 days 14:50:31,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jenny  Wissting,Female,Norway,0 days 01:16:14,0 days 00:04:32,0 days 07:36:12,0 days 00:04:32,0 days 05:50:16,0 days 14:51:46,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Bjarte  Reed,Male,Norway,0 days 01:26:03,0 days 00:05:56,0 days 06:56:26,0 days 00:05:56,0 days 06:17:33,0 days 14:51:53,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Lance  Bradley,Male,United Kingdom,0 days 01:19:25,0 days 00:06:13,0 days 07:05:59,0 days 00:06:13,0 days 06:14:23,0 days 14:52:13,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Maurits  Heikoop,Male,Netherlands,0 days 01:04:31,0 days 00:08:48,0 days 07:05:42,0 days 00:08:48,0 days 06:24:48,0 days 14:52:37,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Kjell  Bech,Male,Norway,0 days 01:08:42,0 days 00:10:10,0 days 06:50:34,0 days 00:10:10,0 days 06:33:12,0 days 14:52:47,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Marta  Mota Porta,Female,Spain,0 days 01:21:27,0 days 00:04:52,0 days 07:06:29,0 days 00:04:52,0 days 06:15:13,0 days 14:52:53,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Monica  RÃ¸sler,Female,Norway,0 days 01:27:57,0 days 00:03:55,0 days 07:54:18,0 days 00:03:55,0 days 05:23:48,0 days 14:53:53,White,1000 meters,3800.0,180.0,42.0,2012.0
Reidar  Hellhaugen,Male,Norway,0 days 01:11:39,0 days 00:07:16,0 days 06:37:10,0 days 00:07:16,0 days 06:50:54,0 days 14:54:15,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Kim  AndrÃ¨ BÃ¸rresen,Male,Norway,0 days 01:05:11,0 days 00:08:44,0 days 07:25:28,0 days 00:08:44,0 days 06:06:49,0 days 14:54:55,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Olivier  Bavay,Male,Belgium,0 days 01:18:11,0 days 00:08:35,0 days 07:42:50,0 days 00:08:35,0 days 05:38:18,0 days 14:56:29,White,1000 meters,3800.0,180.0,42.0,2012.0
TordÂ   Moe Laeskogen,Male,Norway,0 days 01:10:56,0 days 00:03:05,0 days 07:23:31,0 days 00:03:05,0 days 06:19:23,0 days 15:00:00,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Nicolas  Gregoire,Male,France,0 days 01:07:54,0 days 00:11:52,0 days 07:36:49,0 days 00:11:52,0 days 05:53:10,0 days 15:01:38,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Linn  Karlsvik,Female,Norway,0 days 01:15:11,0 days 00:08:00,0 days 07:36:59,0 days 00:08:00,0 days 05:53:34,0 days 15:01:45,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
CarrÃ©  Lionel,Male,France,0 days 01:51:05,0 days 00:04:28,0 days 06:49:42,0 days 00:04:28,0 days 06:12:12,0 days 15:01:56,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Joe  Kai Morgenstern,Male,Germany,0 days 01:23:33,0 days 00:09:14,0 days 06:57:39,0 days 00:09:14,0 days 06:23:14,0 days 15:02:54,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Eirik  Matre,Male,Norway,0 days 01:08:32,0 days 00:05:14,0 days 07:57:26,0 days 00:05:14,0 days 05:46:45,0 days 15:03:12,White,1000 meters,3800.0,180.0,42.0,2012.0
Nicky  Rees,Male,United Kingdom,0 days 01:17:56,0 days 00:09:13,0 days 07:21:05,0 days 00:09:13,0 days 06:06:23,0 days 15:03:50,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
John  Hey,Male,United Kingdom,0 days 01:15:05,0 days 00:12:32,0 days 07:11:31,0 days 00:12:32,0 days 06:12:32,0 days 15:04:12,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Franck  Vuaillat,Male,Norway,0 days 01:29:11,0 days 00:07:04,0 days 06:57:26,0 days 00:07:04,0 days 06:23:49,0 days 15:04:33,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Marie  Veslestaul,Female,Norway,0 days 01:17:56,0 days 00:05:19,0 days 07:53:07,0 days 00:05:19,0 days 05:44:03,0 days 15:05:44,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Frank  HÃ¼lsemann,Male,Germany,0 days 01:21:57,0 days 00:09:22,0 days 07:47:29,0 days 00:09:22,0 days 05:37:52,0 days 15:06:01,White,1000 meters,3800.0,180.0,42.0,2012.0
JÃ¸rn  LundsÃ¸r,Male,Norway,0 days 01:24:17,0 days 00:10:04,0 days 07:30:13,0 days 00:10:04,0 days 05:51:25,0 days 15:06:03,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Geir  Arne Duna,Male,Norway,0 days 01:14:40,0 days 00:03:04,0 days 07:28:50,0 days 00:03:04,0 days 06:17:06,0 days 15:06:44,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
JÃ¶rg  Nitschke,Male,Germany,0 days 01:08:54,0 days 00:04:46,0 days 07:06:18,0 days 00:04:46,0 days 06:42:33,0 days 15:07:16,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Anders  Fotland,Male,Norway,0 days 01:36:22,0 days 00:06:56,0 days 07:15:07,0 days 00:06:56,0 days 06:02:47,0 days 15:08:09,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Tom  Guthormsen,Male,Norway,0 days 01:29:59,0 days 00:08:45,0 days 07:53:05,0 days 00:08:45,0 days 05:28:25,0 days 15:08:59,White,1000 meters,3800.0,180.0,42.0,2012.0
Tone  Sundvor,Female,Norway,0 days 01:25:08,0 days 00:06:06,0 days 07:47:50,0 days 00:06:06,0 days 05:45:12,0 days 15:10:21,White,1000 meters,3800.0,180.0,42.0,2012.0
Lucie  Croissant,Female,France,0 days 01:01:42,0 days 00:05:00,0 days 07:36:46,0 days 00:05:00,0 days 06:21:56,0 days 15:10:23,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Fredrik  Opedal,Male,Norway,0 days 01:32:48,0 days 00:04:14,0 days 07:43:18,0 days 00:04:14,0 days 05:46:22,0 days 15:10:56,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Michal  Cinciala,Male,Czech Republic,0 days 01:18:51,0 days 00:07:46,0 days 07:51:26,0 days 00:07:46,0 days 05:45:20,0 days 15:11:08,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Ann  Kristin TverÃ¥s Kristoffe,Female,Norway,0 days 01:33:51,0 days 00:07:40,0 days 07:23:28,0 days 00:07:40,0 days 05:59:03,0 days 15:11:43,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Alexander  Matthias Seifried,Male,Norway,0 days 01:10:52,0 days 00:04:48,0 days 06:51:55,0 days 00:04:48,0 days 07:00:21,0 days 15:12:44,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
PÃ¥l  Berntsen,Male,Norway,0 days 01:38:16,0 days 00:06:12,0 days 07:13:12,0 days 00:06:12,0 days 06:09:33,0 days 15:13:24,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Eivind  Flatlandsmo,Male,Norway,0 days 01:26:10,0 days 00:07:34,0 days 08:05:13,0 days 00:07:34,0 days 05:27:02,0 days 15:13:34,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Dipesh  Patel,Male,Norway,0 days 01:31:01,0 days 00:06:16,0 days 07:59:28,0 days 00:06:16,0 days 05:31:31,0 days 15:14:31,White,1000 meters,3800.0,180.0,42.0,2012.0
GrÃ©goire  Geffray,Male,France,0 days 00:57:25,0 days 00:12:00,0 days 07:28:11,0 days 00:12:00,0 days 06:25:34,0 days 15:15:09,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Sarah  MÃ¸lstad Knudsen,Female,Norway,0 days 01:22:32,0 days 00:06:02,0 days 07:24:40,0 days 00:06:02,0 days 06:16:19,0 days 15:15:36,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Bendik  Aasbakken,Male,Norway,0 days 01:24:20,0 days 00:06:08,0 days 07:13:23,0 days 00:06:08,0 days 06:26:56,0 days 15:16:56,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Roland  Kelly,Male,United Kingdom,0 days 01:21:25,0 days 00:09:20,0 days 07:17:01,0 days 00:09:20,0 days 06:20:41,0 days 15:17:46,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Vegard  Bitnes,Male,Switzerland,0 days 01:27:40,0 days 00:05:00,0 days 07:52:23,0 days 00:05:00,0 days 05:47:47,0 days 15:17:49,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Jo-Ãrnulf  Aaslund,Male,Norway,0 days 01:26:44,0 days 00:05:44,0 days 06:47:04,0 days 00:05:44,0 days 06:52:41,0 days 15:17:57,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Rolf  Hermann,Male,Norway,0 days 01:15:48,0 days 00:05:09,0 days 06:52:46,0 days 00:05:09,0 days 06:59:39,0 days 15:18:31,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Julie  Webb,Female,United Kingdom,0 days 01:17:50,0 days 00:04:58,0 days 07:34:18,0 days 00:04:58,0 days 06:16:48,0 days 15:18:52,White,1000 meters,3800.0,180.0,42.0,2012.0
Emma  Rembalski,Female,United Kingdom,0 days 01:24:58,0 days 00:05:40,0 days 07:49:13,0 days 00:05:40,0 days 05:53:21,0 days 15:18:52,White,1000 meters,3800.0,180.0,42.0,2012.0
Rune  Holtze Jensen,Male,Norway,0 days 01:22:09,0 days 00:09:51,0 days 06:56:31,0 days 00:09:51,0 days 06:41:42,0 days 15:20:04,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Bedir  Yiyit,Male,Norway,0 days 01:22:10,0 days 00:09:52,0 days 06:56:30,0 days 00:09:52,0 days 06:41:42,0 days 15:20:05,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Henning  Olsrud,Male,Norway,0 days 01:23:12,0 days 00:08:40,0 days 07:08:25,0 days 00:08:40,0 days 06:31:18,0 days 15:20:15,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Nikolai  Faukstad,Male,Norway,0 days 01:25:32,0 days 00:07:39,0 days 07:25:43,0 days 00:07:39,0 days 06:14:35,0 days 15:21:08,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Kevin  Gaffney,Male,United Kingdom,0 days 01:29:53,0 days 00:07:16,0 days 07:18:48,0 days 00:07:16,0 days 06:18:04,0 days 15:21:17,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Lubos  Bogar,Male,Slovakia,0 days 01:05:33,0 days 00:09:02,0 days 07:11:53,0 days 00:09:02,0 days 06:46:19,0 days 15:21:48,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Noel  Harding,Male,United Kingdom,0 days 01:10:58,0 days 00:03:08,0 days 07:33:40,0 days 00:03:08,0 days 06:31:11,0 days 15:22:04,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
Philipp  Frobel,Male,Germany,0 days 01:09:54,0 days 00:08:37,0 days 07:37:35,0 days 00:08:37,0 days 06:17:33,0 days 15:22:16,Black,Gaustatoppen,3800.0,180.0,42.0,2012.0
